Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Bathrooms,SF
2641,902106040,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16.0,Unf,0.0,712.0,GasA,Ex,Y,SBrkr,0,1641,3,1,Ex,6,Typ,1,Gd,Detchd,Unf,2.0,546.0,Fa,TA,Y,0,0,234,0,0,0,NA,NA,NA,0,8,2006,WD ,178000,3.0,2369.0
5,527105010,60,RL,74.0,13830,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,791.0,Unf,0.0,137.0,GasA,Gd,Y,SBrkr,0,1629,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,482.0,TA,TA,Y,212,34,0,0,0,0,NA,MnPrv,NA,0,3,2010,WD ,189900,3.0,2557.0
878,907290180,120,RM,69.05520046484602,4435,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,Unf,0.0,163.0,GasA,Ex,Y,SBrkr,0,848,1,1,Gd,4,Typ,0,NA,Attchd,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,NA,NA,NA,0,6,2009,WD ,144000,2.0,1696.0
1548,910202100,30,RM,69.05520046484602,5890,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0.0,278.0,GasA,Ex,Y,SBrkr,0,816,2,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,432.0,TA,TA,Y,0,0,96,0,0,0,NA,NA,NA,0,6,2008,WD ,120500,1.0,1632.0
841,907135040,20,RL,112.0,10859,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1097.0,GasA,Ex,Y,SBrkr,0,1097,3,1,TA,6,Typ,0,NA,Attchd,Unf,2.0,672.0,TA,TA,Y,392,64,0,0,0,0,NA,NA,NA,0,6,2009,WD ,145000,2.0,2194.0
1621,527126030,120,RL,41.0,5330,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196.0,Unf,0.0,298.0,GasA,Ex,Y,SBrkr,0,1652,2,1,Ex,6,Typ,0,NA,Attchd,RFn,2.0,499.0,TA,TA,Y,96,48,0,0,0,0,NA,NA,NA,0,8,2007,WD ,251000,3.0,3146.0
218,905101310,90,RL,72.0,10778,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768.0,GasA,TA,N,SBrkr,0,1768,4,2,TA,8,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD ,136500,2.0,3536.0
1504,908204160,90,RL,74.0,6845,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,GasA,TA,N,FuseF,0,1152,2,2,TA,6,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,0,0,0,0,0,NA,NA,NA,0,7,2008,WD ,82500,2.0,1152.0
946,912251110,30,I (all),109.0,21780,Grvl,NA,Reg,Lvl,NoSewr,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0.0,GasA,TA,N,FuseA,0,810,1,1,TA,4,Min1,0,NA,Detchd,Unf,1.0,280.0,TA,TA,N,119,24,0,0,0,0,NA,NA,NA,0,3,2009,ConLD,57625,1.0,810.0
455,528175050,120,RL,80.0,10307,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,876.0,Unf,0.0,474.0,GasA,Ex,Y,SBrkr,0,1358,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,192,26,0,0,0,0,NA,NA,NA,0,5,2009,WD ,212500,3.0,2708.0
2906,923203090,120,RM,32.0,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897.0,Unf,0.0,319.0,GasA,Ex,Y,SBrkr,0,1216,2,1,TA,5,Typ,0,NA,Attchd,Unf,2.0,402.0,TA,TA,Y,0,125,0,0,0,0,NA,NA,NA,0,5,2006,WD ,164000,3.0,2432.0
2878,910226060,50,RM,75.0,9060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,967.0,GasA,Gd,Y,SBrkr,0,1638,4,1,Gd,6,Typ,0,NA,Detchd,Unf,1.0,384.0,TA,TA,Y,0,21,0,0,0,0,NA,NA,NA,0,4,2006,WD ,139000,2.0,2605.0
1173,533217050,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510.0,Unf,0.0,90.0,GasA,Ex,Y,SBrkr,0,1252,2,1,Gd,4,Typ,0,NA,Detchd,Unf,2.0,462.0,TA,TA,Y,0,48,0,0,0,0,NA,NA,NA,0,3,2008,WD ,160000,4.0,1852.0
985,923276260,85,RL,70.0,7669,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,718.0,LwQ,110.0,0.0,GasA,TA,Y,SBrkr,0,883,2,1,TA,5,Typ,1,Fa,Detchd,Unf,2.0,698.0,TA,TA,Y,100,32,0,0,0,0,NA,GdPrv,NA,0,6,2009,WD ,149000,2.0,1711.0
975,923225490,20,RL,62.0,9858,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510.0,Unf,0.0,354.0,GasA,TA,Y,SBrkr,0,874,3,1,TA,5,Typ,0,NA,Attchd,RFn,1.0,288.0,TA,TA,Y,33,0,0,0,0,0,NA,GdWo,Shed,600,11,2009,WD ,130000,2.0,1738.0
202,903425110,70,RM,50.0,10300,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,GasA,Gd,Y,SBrkr,0,1710,3,1,TA,9,Typ,0,NA,Detchd,Unf,2.0,480.0,TA,TA,Y,12,11,64,0,0,0,NA,GdPrv,NA,0,4,2010,WD ,140000,2.0,2286.0
528,528480170,20,FV,65.0,8125,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1836.0,GasA,Ex,Y,SBrkr,0,1836,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,517.0,TA,TA,Y,0,175,0,0,0,0,NA,NA,NA,0,10,2009,New,264500,2.0,3672.0
2579,535179050,20,RL,69.0,14850,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,Unf,0.0,197.0,GasA,TA,Y,FuseA,0,1092,2,1,TA,6,Typ,1,TA,Attchd,Fin,1.0,299.0,TA,TA,Y,268,0,0,0,122,0,NA,MnWw,NA,0,5,2006,WD ,141000,2.0,2184.0
1841,533208040,120,FV,35.0,4274,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1106.0,Unf,0.0,135.0,GasA,Ex,Y,SBrkr,0,1241,1,1,Gd,4,Typ,0,NA,Attchd,Fin,2.0,569.0,TA,TA,Y,0,116,0,0,0,0,NA,NA,NA,0,11,2007,New,199900,3.0,2482.0
591,534152120,20,RL,80.0,9650,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686.0,Unf,0.0,664.0,GasA,TA,Y,SBrkr,0,1334,2,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,630.0,TA,TA,Y,0,16,0,0,0,0,NA,NA,NA,0,4,2009,WD ,167900,3.0,2684.0
1897,534425080,20,RL,69.05520046484602,14585,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Rec,219.0,331.0,GasA,Ex,Y,SBrkr,0,1429,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,2.0,572.0,TA,TA,Y,216,110,0,0,0,0,NA,NA,NA,0,6,2007,WD ,181900,2.0,2573.0
70,528458110,20,FV,75.0,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078.0,Unf,0.0,488.0,GasA,Ex,Y,SBrkr,0,1566,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,750.0,TA,TA,Y,144,168,0,0,0,0,NA,NA,NA,0,4,2010,WD ,262500,3.0,3132.0
590,534151120,60,RL,69.05520046484602,13774,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,Gd,TA,No,GLQ,432.0,Unf,0.0,476.0,GasA,Ex,Y,SBrkr,0,2288,4,1,Gd,8,Typ,2,TA,Attchd,RFn,2.0,520.0,TA,TA,Y,321,72,0,0,156,0,NA,NA,NA,0,11,2009,WD ,230000,3.0,3196.0
1172,533215080,120,FV,50.0,5119,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238.0,Unf,0.0,460.0,GasA,Ex,Y,SBrkr,0,1709,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2.0,506.0,TA,TA,Y,97,65,0,0,0,0,NA,NA,NA,0,1,2008,CWD,328900,3.0,3407.0
1714,528172070,20,RL,71.0,9254,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,119.0,Unf,0.0,1602.0,GasA,Ex,Y,SBrkr,0,1721,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,554.0,TA,TA,Y,168,27,0,0,0,0,NA,NA,NA,0,1,2007,WD ,232698,3.0,3442.0
829,906380220,20,RL,95.0,10324,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Av,GLQ,872.0,Unf,0.0,382.0,GasA,Ex,Y,SBrkr,0,1254,2,1,Gd,5,Typ,0,NA,Attchd,RFn,3.0,810.0,TA,TA,Y,168,92,0,0,0,0,NA,NA,NA,0,3,2009,WD ,221800,3.0,2508.0
1397,905227050,50,RL,63.0,8375,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,336.0,Unf,0.0,240.0,GasA,Gd,Y,SBrkr,0,1350,2,1,Gd,6,Min1,0,NA,2Types,Unf,3.0,627.0,TA,TA,N,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2008,WD ,152400,3.0,1926.0
877,907290090,20,RL,75.0,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1630.0,GasA,Ex,Y,SBrkr,0,1630,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2.0,451.0,TA,TA,Y,74,234,0,0,0,0,NA,NA,NA,0,10,2009,WD ,213000,2.0,3260.0
2477,531376050,60,RL,74.0,7632,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,784.0,GasA,Ex,Y,SBrkr,0,1585,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,449.0,TA,TA,Y,100,77,0,0,0,0,NA,NA,NA,0,3,2006,WD ,184900,3.0,2369.0
2871,909428110,190,RL,90.0,15750,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,Unf,0.0,324.0,GasA,TA,Y,SBrkr,0,1336,2,1,TA,5,Typ,2,Gd,Attchd,Unf,1.0,375.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD ,157000,2.0,2501.0
2489,532353030,20,RL,69.05520046484602,9240,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,612.0,Unf,0.0,252.0,GasA,Gd,Y,SBrkr,0,1211,2,1,TA,6,Min1,1,TA,Detchd,Unf,2.0,576.0,TA,TA,Y,161,0,0,0,0,0,NA,MnPrv,NA,0,3,2006,WD ,144000,1.0,2075.0
1655,527354050,20,RL,80.0,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,903.0,Unf,0.0,356.0,GasA,Ex,Y,SBrkr,0,1353,2,1,TA,5,Typ,1,TA,Attchd,RFn,2.0,478.0,TA,TA,Y,240,141,0,0,0,0,NA,NA,NA,0,8,2007,WD ,192350,3.0,2612.0
1891,534401120,20,RL,80.0,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,654.0,Unf,0.0,520.0,GasA,Ex,Y,SBrkr,0,1200,3,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,10,2007,CWD,163500,3.0,2374.0
1419,906204150,60,RL,86.0,11839,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085.0,Unf,0.0,390.0,GasA,Ex,Y,SBrkr,0,2329,4,1,Gd,10,Typ,1,Ex,Attchd,Unf,2.0,514.0,TA,TA,Y,192,121,0,0,0,0,NA,NA,NA,0,5,2008,WD ,262280,4.0,3804.0
1473,907405020,20,RL,70.0,9135,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810.0,Unf,0.0,726.0,GasA,Ex,Y,SBrkr,0,1536,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,532.0,TA,TA,Y,192,74,0,0,0,0,NA,NA,NA,0,12,2008,WD ,214000,3.0,3072.0
2868,909425120,20,RL,90.0,14115,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,296.0,GLQ,547.0,230.0,GasA,Ex,Y,SBrkr,0,1811,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2.0,470.0,TA,TA,Y,0,0,280,0,0,0,NA,NA,NA,0,7,2006,WD ,230000,1.0,2884.0
1695,528108160,60,RL,109.0,14154,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1063.0,GasA,Ex,Y,SBrkr,0,2172,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,3.0,947.0,TA,TA,Y,192,62,0,0,0,0,NA,NA,NA,0,8,2007,New,280000,3.0,3235.0
2244,911128010,20,C (all),65.0,6565,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,967.0,Unf,0.0,106.0,GasA,Gd,Y,FuseA,0,1073,3,1,TA,6,Typ,0,NA,Detchd,Unf,2.0,720.0,TA,TA,Y,0,444,0,0,0,0,NA,NA,NA,0,8,2007,WD ,140000,2.0,2146.0
169,535477020,60,RL,70.0,7700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,GasA,TA,Y,SBrkr,0,1839,4,1,TA,7,Typ,1,TA,Attchd,Unf,2.0,442.0,TA,TA,Y,0,124,216,0,0,0,NA,NA,NA,0,6,2010,WD ,155000,2.0,2595.0
2670,902456015,50,C (all),63.0,4761,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1020.0,GasA,Fa,N,FuseP,0,1020,2,1,Fa,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,0,105,0,0,0,NA,NA,NA,0,10,2006,ConLD,64500,1.0,2040.0
247,906204230,60,RL,87.0,12361,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,Gd,Gd,PConc,Gd,TA,No,GLQ,860.0,Unf,0.0,86.0,GasA,Ex,Y,SBrkr,0,1802,3,1,Gd,8,Typ,1,Gd,2Types,RFn,4.0,1017.0,TA,TA,Y,450,92,0,0,0,0,NA,NA,NA,0,5,2010,WD ,218000,4.0,2748.0
2137,907200250,80,RL,72.0,9720,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,TA,TA,CBlock,TA,Ex,Av,ALQ,755.0,Unf,0.0,240.0,GasA,TA,Y,SBrkr,0,1009,3,1,TA,6,Typ,1,Fa,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2007,WD ,160000,2.0,2004.0
1794,528456190,20,FV,72.0,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1314.0,GasA,Ex,Y,SBrkr,0,1338,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2.0,598.0,TA,TA,Y,0,141,0,0,0,0,NA,NA,NA,0,11,2007,New,208900,2.0,2676.0
1164,533212140,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,689.0,GasA,Ex,Y,SBrkr,0,1392,2,1,Gd,5,Typ,0,NA,Detchd,Unf,2.0,540.0,TA,TA,Y,0,102,0,0,0,0,NA,NA,NA,0,3,2008,WD ,146000,2.0,2081.0
1179,533250050,120,RL,38.0,14963,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,474.0,GasA,Ex,Y,SBrkr,0,1288,1,1,Ex,4,Typ,2,Gd,Attchd,Fin,2.0,500.0,TA,TA,Y,120,30,0,0,224,0,NA,NA,NA,0,12,2008,WD ,245500,3.0,2548.0
1340,903228090,45,RM,50.0,5000,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,992.0,GasA,Ex,Y,SBrkr,0,1013,3,1,TA,6,Typ,0,NA,Detchd,Unf,1.0,160.0,Fa,TA,Y,0,0,101,0,0,0,NA,NA,NA,0,4,2008,WD ,113000,1.0,2005.0
436,528116010,20,RL,129.0,16870,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531.0,Unf,0.0,251.0,GasA,Ex,Y,SBrkr,0,1782,3,1,Gd,7,Typ,2,Gd,Attchd,Fin,3.0,932.0,TA,TA,Y,99,82,0,0,0,0,NA,NA,NA,0,4,2009,WD ,296000,3.0,3564.0
1636,527210060,20,RL,86.0,14157,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249.0,Unf,0.0,673.0,GasA,Ex,Y,SBrkr,0,1922,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3.0,676.0,TA,TA,Y,178,51,0,0,0,0,NA,NA,NA,0,7,2007,WD ,377426,3.0,3844.0
421,528102040,20,RL,96.0,12456,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1172.0,Unf,0.0,528.0,GasA,Ex,Y,SBrkr,0,1718,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,786.0,TA,TA,Y,216,48,0,0,0,0,NA,NA,NA,0,7,2009,WD ,337500,3.0,3418.0
2834,908225180,50,RL,56.0,6956,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Fa,TA,Mn,Unf,0.0,Unf,0.0,624.0,GasA,Ex,Y,SBrkr,0,936,3,1,TA,5,Typ,0,NA,Attchd,Unf,1.0,265.0,TA,Po,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2006,WD ,97900,1.0,1560.0
517,528456240,20,FV,75.0,7862,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27.0,Unf,0.0,1191.0,GasA,Ex,Y,SBrkr,0,1218,2,1,Gd,4,Typ,0,NA,Attchd,Fin,2.0,676.0,TA,TA,Y,0,102,0,0,0,0,NA,NA,NA,0,9,2009,New,208300,2.0,2436.0
